YEAR,STATES,LAT,LONG,POPULATION,AREA (KM2),DENSITY,TOTAL PC,TOTAL VC,TOTAL CRIME,UNEMPLOYMENT
1989,NEGERI SEMBILAN,2.7258,101.9424,698300,6686,104.4421179,2865,366,3231,4.9
1989,PAHANG,3.8126,103.3256,1025900,35965,28.52495482,2142,325,2467,3.7
1989,PENANG,5.4164,100.3327,1103200,1048,1052.671756,6604,1153,7757,3.9
1989,PERAK,4.5921,101.0901,1987800,20976,94.76544622,6540,950,7490,5.5
1989,PERLIS,6.443589,100.216599,182700,819,223.0769231,612,46,658,6.4
1989,SELANGOR,3.0738,101.524803,2254900,8104,278.245311,8391,1511,9902,3.9
1989,TERENGGANU,5.3117,103.1324,757200,13035,58.08975834,536,87,623,12.3
1989,SARAWAK,1.5533,110.3592,1652500,124450,13.27842507,4199,202,4401,9.6
1989,SABAH,5.420404,116.796783,1709000,73631,23.2103326,2406,483,2889,7.4
1990,JOHOR,1.4854,103.366585,2139400,19166,111.6247522,7079,1123,8202,3.7
1990,KEDAH,6.1184,100.3685,1352300,9500,142.3473684,2736,268,3004,4.4
1990,KELANTAN,6.125397,102.238068,1187100,17100,69.42105263,1111,157,1268,3.4
1990,MELAKA,2.1944,102.2491,534200,1664,321.0336538,1606,201,1807,4.2
1990,NEGERI SEMBILAN,2.7258,101.9424,713100,6686,106.6556985,2711,412,3123,3.8
1990,PAHANG,3.8126,103.3256,1054200,35965,29.31183095,2284,261,2545,3.1
1990,PENANG,5.4164,100.3327,1118700,1048,1067.461832,6403,1174,7577,2.8
1990,PERAK,4.5921,101.0901,1992900,20976,95.00858124,5999,866,6865,4.1
1990,PERLIS,6.443589,100.216599,187000,819,228.3272283,540,27,567,4.3
1990,SELANGOR,3.0738,101.524803,2345200,8104,289.3879566,11690,1861,13551,2.1
1990,TERENGGANU,5.3117,103.1324,784600,13035,60.19179133,524,88,612,6.9
1990,SARAWAK,1.5533,110.3592,1687900,124450,13.56287666,3899,224,4123,9.9
1990,SABAH,5.420404,116.796783,1787500,73631,24.27645964,1987,475,2462,9
1991,JOHOR,1.4854,103.366585,2188200,19166,114.1709277,5757,977,6734,3.1
1991,KEDAH,6.1184,100.3685,1371500,9500,144.3684211,2152,259,2411,4.1
1991,KELANTAN,6.125397,102.238068,1226900,17100,71.74853801,1024,141,1165,4.2
1991,MELAKA,2.1944,102.2491,540300,1664,324.6995192,1336,219,1555,3.7
1991,NEGERI SEMBILAN,2.7258,101.9424,726400,6686,108.6449297,2110,400,2510,3.5
1991,PAHANG,3.8126,103.3256,1079700,35965,30.02085361,2180,270,2450,3
1991,PENANG,5.4164,100.3327,1133600,1048,1081.679389,5763,931,6694,2.8
1991,PERAK,4.5921,101.0901,1995300,20976,95.12299771,5942,867,6809,3.9
1991,PERLIS,6.443589,100.216599,190500,819,232.6007326,436,41,477,3.6
1991,SELANGOR,3.0738,101.524803,2431300,8104,300.0123396,9939,1986,11925,2.1
1991,TERENGGANU,5.3117,103.1324,810600,13035,62.18642117,478,80,558,6.2
1991,SARAWAK,1.5533,110.3592,1723900,124450,13.85214946,4507,304,4811,8.3
1991,SABAH,5.420404,116.796783,1814600,73631,24.64451114,2434,535,2969,8.1
1992,JOHOR,1.4854,103.366585,2249000,19166,117.3432119,8469,1229,9698,2.2
1992,KEDAH,6.1184,100.3685,1402200,9500,147.6,2344,230,2574,3.7
1992,KELANTAN,6.125397,102.238068,1243500,17100,72.71929825,1271,160,1431,5.3
1992,MELAKA,2.1944,102.2491,551800,1664,331.6105769,1372,204,1576,3.3
1992,NEGERI SEMBILAN,2.7258,101.9424,741700,6686,110.9332934,1838,314,2152,3.3
1992,PAHANG,3.8126,103.3256,1104300,35965,30.70485194,1600,213,1813,2.8
1992,PENANG,5.4164,100.3327,1154100,1048,1101.240458,7193,1195,8388,1.7
1992,PERAK,4.5921,101.0901,2007200,20976,95.69031274,5637,867,6504,3.7
1992,PERLIS,6.443589,100.216599,192800,819,235.4090354,457,43,500,2.7
1992,SELANGOR,3.0738,101.524803,2605600,8104,321.5202369,11809,2112,13921,2.1
1992,TERENGGANU,5.3117,103.1324,823700,13035,63.19140775,975,87,1062,5.5
1992,SARAWAK,1.5533,110.3592,1758100,124450,14.12695862,4600,276,4876,7.8
1992,SABAH,5.420404,116.796783,1896700,73631,25.75953063,2441,983,3424,6.2
1993,JOHOR,1.4854,103.366585,2313400,19166,120.7033288,9594,1558,11152,2.9
1993,KEDAH,6.1184,100.3685,1434000,9500,150.9473684,2709,323,3032,3.6
1993,KELANTAN,6.125397,102.238068,1259000,17100,73.62573099,1708,201,1909,4.7
1993,MELAKA,2.1944,102.2491,563300,1664,338.5216346,1372,202,1574,3.2
1993,NEGERI SEMBILAN,2.7258,101.9424,757000,6686,113.2216572,2321,406,2727,2.8
1993,PAHANG,3.8126,103.3256,1128100,35965,31.36660642,1459,209,1668,3.7
1993,PENANG,5.4164,100.3327,1174800,1048,1120.992366,6664,1058,7722,2.2
1993,PERAK,4.5921,101.0901,2018300,20976,96.21948894,6259,882,7141,4.3
1993,PERLIS,6.443589,100.216599,194900,819,237.973138,447,38,485,1.4
1993,SELANGOR,3.0738,101.524803,2788700,8104,344.1140178,13113,2439,15552,2.7
1993,TERENGGANU,5.3117,103.1324,836400,13035,64.16570771,1567,116,1683,7
1993,SARAWAK,1.5533,110.3592,1795200,124450,14.42507031,5283,310,5593,7
1993,SABAH,5.420404,116.796783,1981900,73631,26.91665195,3438,589,4027,7.1
1994,JOHOR,1.4854,103.366585,2378000,19166,124.0738808,9460,1729,11189,2.8
1994,KEDAH,6.1184,100.3685,1466500,9500,154.3684211,2552,405,2957,2.9
1994,KELANTAN,6.125397,102.238068,1273800,17100,74.49122807,1594,184,1778,4.1
1994,MELAKA,2.1944,102.2491,574800,1664,345.4326923,1092,193,1285,2.7
1994,NEGERI SEMBILAN,2.7258,101.9424,772400,6686,115.5249776,2417,290,2707,3
1994,PAHANG,3.8126,103.3256,1152100,35965,32.03392187,1405,214,1619,3.7
1994,PENANG,5.4164,100.3327,1195600,1048,1140.839695,5149,740,5889,1.7
1994,PERAK,4.5921,101.0901,2028300,20976,96.69622426,6019,816,6835,4.1
1994,PERLIS,6.443589,100.216599,196500,819,239.9267399,386,45,431,1.4
1994,SELANGOR,3.0738,101.524803,2978400,8104,367.5222113,13035,2382,15417,2.3
1994,TERENGGANU,5.3117,103.1324,848600,13035,65.10164941,1831,120,1951,6.6
1994,SARAWAK,1.5533,110.3592,1831900,124450,14.71996786,5116,308,5424,6.2
1994,SABAH,5.420404,116.796783,2068900,73631,28.0982195,3641,617,4258,6.3
1995,JOHOR,1.4854,103.366585,2441500,19166,127.3870395,9951,1453,11404,2.6
1995,KEDAH,6.1184,100.3685,1500200,9500,157.9157895,2681,395,3076,2
1995,KELANTAN,6.125397,102.238068,1287900,17100,75.31578947,1578,144,1722,3.5
1995,MELAKA,2.1944,102.2491,586300,1664,352.34375,1784,273,2057,2.3
1995,NEGERI SEMBILAN,2.7258,101.9424,787500,6686,117.7834281,2166,378,2544,3.1
1995,PAHANG,3.8126,103.3256,1176500,35965,32.71235924,1458,206,1664,3.6
1995,PENANG,5.4164,100.3327,1216600,1048,1160.877863,4972,794,5766,1.4
1995,PERAK,4.5921,101.0901,2038400,20976,97.17772693,6250,957,7207,3.9
1995,PERLIS,6.443589,100.216599,198800,819,242.7350427,311,43,354,1.4
1995,SELANGOR,3.0738,101.524803,3173100,8104,391.547384,15516,2699,18215,2
1995,TERENGGANU,5.3117,103.1324,859700,13035,65.95320292,1709,86,1795,5.9
1995,SARAWAK,1.5533,110.3592,1868100,124450,15.01084773,4971,300,5271,4.8
1995,SABAH,5.420404,116.796783,2156100,73631,29.28250329,3906,641,4547,5.5
1996,JOHOR,1.4854,103.366585,2503900,19166,130.642805,11325,1604,12929,2.1
1996,KEDAH,6.1184,100.3685,1533300,9500,161.4,3257,470,3727,2.5
1996,KELANTAN,6.125397,102.238068,1300900,17100,76.07602339,1342,187,1529,3.3
1996,MELAKA,2.1944,102.2491,597300,1664,358.9543269,1994,363,2357,1.5
1996,NEGERI SEMBILAN,2.7258,101.9424,802600,6686,120.0418786,2699,427,3126,2.5
1996,PAHANG,3.8126,103.3256,1200700,35965,33.38523565,1560,281,1841,2.6
1996,PENANG,5.4164,100.3327,1237500,1048,1180.820611,5513,1054,6567,0.7
1996,PERAK,4.5921,101.0901,2046800,20976,97.57818459,6527,1072,7599,3.2
1996,PERLIS,6.443589,100.216599,200600,819,244.9328449,416,52,468,2
1996,SELANGOR,3.0738,101.524803,3371100,8104,415.9797631,17921,3180,21101,0.9
1996,TERENGGANU,5.3117,103.1324,870700,13035,66.79708477,1516,113,1629,3.3
1996,SARAWAK,1.5533,110.3592,1904600,124450,15.30413821,4623,320,4943,4.4
1996,SABAH,5.420404,116.796783,2244800,73631,30.48715894,3347,594,3941,3.9
1997,JOHOR,1.4854,103.366585,2567500,19166,133.9611813,16245,2491,18736,1.7
1997,KEDAH,6.1184,100.3685,1567300,9500,164.9789474,4496,584,5080,2.5
1997,KELANTAN,6.125397,102.238068,1314500,17100,76.87134503,2246,292,2538,3.6
1997,MELAKA,2.1944,102.2491,608900,1664,365.9254808,2883,517,3400,1.7
1997,NEGERI SEMBILAN,2.7258,101.9424,818200,6686,122.3751122,3748,491,4239,2.6
1997,PAHANG,3.8126,103.3256,1224700,35965,34.05255109,2105,347,2452,3
1997,PENANG,5.4164,100.3327,1259100,1048,1201.431298,9063,1164,10227,1.1
1997,PERAK,4.5921,101.0901,2055500,20976,97.99294432,8061,1568,9629,2.2
1997,PERLIS,6.443589,100.216599,202100,819,246.7643468,398,48,446,2.3
1997,SELANGOR,3.0738,101.524803,3571800,8104,440.745311,26284,4779,31063,1
1997,TERENGGANU,5.3117,103.1324,880300,13035,67.53356348,2245,216,2461,3.6
1997,SARAWAK,1.5533,110.3592,1942500,124450,15.60867818,5361,546,5907,3.9
1997,SABAH,5.420404,116.796783,2333800,73631,31.69588896,4384,941,5325,4.6
1998,JOHOR,1.4854,103.366585,2631600,19166,137.3056454,21661,3496,25157,1.7
1998,KEDAH,6.1184,100.3685,1601200,9500,168.5473684,5737,617,6354,3.4
1998,KELANTAN,6.125397,102.238068,1328900,17100,77.71345029,2272,216,2488,4.1
1998,MELAKA,2.1944,102.2491,620500,1664,372.8966346,4289,480,4769,2.5
1998,NEGERI SEMBILAN,2.7258,101.9424,833400,6686,124.6485193,4622,537,5159,3.6
1998,PAHANG,3.8126,103.3256,1248900,35965,34.7254275,2998,474,3472,2.6
1998,PENANG,5.4164,100.3327,1282800,1048,1224.045802,10928,1065,11993,2.3
1998,PERAK,4.5921,101.0901,2066300,20976,98.50781846,10810,1603,12413,3.9
1998,PERLIS,6.443589,100.216599,203800,819,248.8400488,393,87,480,4.3
1998,SELANGOR,3.0738,101.524803,3777400,8104,466.1154985,36260,5380,41640,1.8
1998,TERENGGANU,5.3117,103.1324,889700,13035,68.25469889,3587,315,3902,4
1998,SARAWAK,1.5533,110.3592,1982200,124450,15.9276818,7555,653,8208,5
1998,SABAH,5.420404,116.796783,2423600,73631,32.91548397,6673,1072,7745,4.9
1999,JOHOR,1.4854,103.366585,2699600,19166,140.8535949,21703,3914,25617,3
1999,KEDAH,6.1184,100.3685,1636500,9500,172.2631579,6112,684,6796,3.2
1999,KELANTAN,6.125397,102.238068,1344900,17100,78.64912281,2216,231,2447,3.2
1999,MELAKA,2.1944,102.2491,633200,1664,380.5288462,4733,444,5177,1.9
1999,NEGERI SEMBILAN,2.7258,101.9424,849600,6686,127.0714927,4144,477,4621,3.8
1999,PAHANG,3.8126,103.3256,1272600,35965,35.3844015,3060,438,3498,3
1999,PENANG,5.4164,100.3327,1307400,1048,1247.519084,9986,1102,11088,2.4
1999,PERAK,4.5921,101.0901,2076700,20976,99.00362319,12161,1809,13970,4.3
1999,PERLIS,6.443589,100.216599,205600,819,251.037851,460,57,517,3.4
1999,SELANGOR,3.0738,101.524803,3981800,8104,491.3376111,41220,5516,46736,1.9
1999,TERENGGANU,5.3117,103.1324,896600,13035,68.78404296,3008,287,3295,3.9
1999,SARAWAK,1.5533,110.3592,2024500,124450,16.26757734,7488,578,8066,4.6
1999,SABAH,5.420404,116.796783,2513500,73631,34.1364371,6143,903,7046,5.6
2000,JOHOR,1.4854,103.366585,2762500,19166,144.1354482,21745,3546,25291,2.2
2000,KEDAH,6.1184,100.3685,1671900,9500,175.9894737,6508,660,7168,2.9
2000,KELANTAN,6.125397,102.238068,1361500,17100,79.61988304,2116,215,2331,2.6
2000,MELAKA,2.1944,102.2491,646900,1664,388.7620192,4862,546,5408,1.3
2000,NEGERI SEMBILAN,2.7258,101.9424,866300,6686,129.5692492,3856,498,4354,3.4
2000,PAHANG,3.8126,103.3256,1297000,35965,36.06283887,2943,496,3439,2.7
2000,PENANG,5.4164,100.3327,1332700,1048,1271.660305,9923,1092,11015,1.9
2000,PERAK,4.5921,101.0901,2092000,20976,99.73302822,13705,1985,15690,3.5
2000,PERLIS,6.443589,100.216599,207600,819,253.4798535,455,41,496,2.9
2000,SELANGOR,3.0738,101.524803,4188900,8104,516.8928924,41197,6365,47562,2
2000,TERENGGANU,5.3117,103.1324,903000,13035,69.27502877,3094,187,3281,3
2000,SARAWAK,1.5533,110.3592,2071600,124450,16.64604259,6717,474,7191,4.3
2000,SABAH,5.420404,116.796783,2603500,73631,35.35874835,5008,810,5818,5.8
2001,JOHOR,1.4854,103.366585,2830200,19166,147.667745,20934,3386,24320,3.4
2001,KEDAH,6.1184,100.3685,1704100,9500,179.3789474,6948,662,7610,3.6
2001,KELANTAN,6.125397,102.238068,1390100,17100,81.29239766,2216,252,2468,3.1
2001,MELAKA,2.1944,102.2491,666000,1664,400.2403846,4221,397,4618,1.8
2001,NEGERI SEMBILAN,2.7258,101.9424,883900,6686,132.2016153,3764,506,4270,3.2
2001,PAHANG,3.8126,103.3256,1316600,35965,36.60781315,3093,430,3523,3.1
2001,PENANG,5.4164,100.3327,1361000,1048,1298.664122,10633,1066,11699,2.5
2001,PERAK,4.5921,101.0901,2129000,20976,101.4969489,11902,1575,13477,4
2001,PERLIS,6.443589,100.216599,210400,819,256.8986569,418,51,469,3.5
2001,SELANGOR,3.0738,101.524803,4317500,8104,532.7615992,37097,6188,43285,2.4
